0.273364,0.159345
1.43606,0.515587
0.439463,0.582939
-0.307984,-0.533994
0.14879,-0.086652
-0.349509,-0.33131
-0.764757,-0.810261
-1.013906,-0.842014
-0.681707,-0.642297
-1.22153,-1.40089
0.397939,0.345537
-0.847807,0.009512
-0.391033,-0.41085
0.024215,0.125675
-1.470679,-0.724959
-2.093552,-1.399407
-0.307984,-0.182852
0.564038,1.649058
-0.183409,-0.163443
0.730137,0.770625
1.062336,0.902376
-1.138481,-0.802015
0.439463,0.232267
-0.930856,-0.942674
-0.432558,-0.293988
1.186911,0.81758
1.062336,0.981553
-0.307984,-0.295362
-0.930856,-0.087857
-1.055431,-0.896238
0.06574,0.050018
-1.263055,-1.101669
-0.930856,-0.802015
-0.10036,-0.063434
-0.058835,-0.03555
-0.224934,-0.173894
-0.515608,-2.088249
-0.806282,-0.588627
-0.432558,-0.528713
-0.723232,-0.629
0.356414,0.323223
-0.640182,0.33488
0.397939,0.437855
0.190314,0.255847
2.29424,2.058776
0.14879,0.026486
0.107265,-0.125915
1.560634,1.461673
1.311485,1.242933
0.14879,0.284405
0.231839,0.319293
0.024215,0.041422
-0.10036,0.306551
0.14879,0.014165
-0.141884,0.221755
-2.716425,-1.947506
-0.557133,-0.255255
2.308081,2.012761
-0.183409,0.170907
-1.055431,0.03754
-0.307984,-0.207975
2.72333,0.044906
0.314889,0.369913
-0.349509,-0.1402
0.231839,0.218741
1.43606,1.078163
-0.141884,-0.272301
-0.640182,-0.679752
-1.22153,-0.323945
0.480988,0.373456
0.439463,0.445257
0.14879,-0.090437
-1.055431,-0.862508
-0.930856,-0.824775
-3.173198,-4.782908
0.813187,0.553825
-0.474083,-0.478696
-1.802878,-2.8219
-0.349509,-0.463688
0.688613,0.355266
0.522513,1.43062
-0.474083,-0.500516
2.432656,2.135989
0.231839,-0.036322
1.519109,0.678138
0.480988,0.575669
-0.723232,0.210194
-0.432558,-0.064133
0.273364,0.316749
-0.930856,-0.876672
-0.349509,-0.354456
0.356414,0.539673
-0.01731,0.196487
0.813187,0.921278
0.605563,0.327117
0.564038,0.151606
1.602159,1.468364
0.605563,0.098829
0.190314,0.296147
-0.224934,-0.164793
0.273364,0.190713
0.937762,0.95355
0.107265,0.239427
-1.096956,-0.88669
-1.636779,-0.836143
0.14879,0.127568
-0.806282,-0.93649
3.346203,2.986901
-1.055431,-0.971739
-0.183409,-0.239703
-0.557133,-0.366499
1.26996,1.10683
1.145386,1.082648
0.107265,0.224286
0.522513,0.52241
0.024215,-0.160308
-0.474083,-0.509317
0.190314,-0.060673
0.273364,-0.036551
0.854712,0.913611
0.522513,0.562433
0.813187,2.609177
0.896237,0.889766
0.813187,0.638308
1.145386,1.082407
-0.349509,-0.317025
-0.723232,-0.59398
3.097054,2.728909
1.35301,1.368294
1.311485,1.062286
-0.681707,0.690483
0.439463,-0.426811
0.771662,0.588062
-0.307984,-0.415334
-0.847807,-0.921795
0.564038,0.352034
-1.553729,-2.719806
-0.307984,-0.249456
-0.930856,-0.842605
0.314889,0.215606
0.799346,0.103856
0.231839,-0.027919
-0.224934,-0.268298
1.103861,0.178887
-0.01731,-0.312203
1.186911,1.132629
-0.224934,-0.343631
-0.723232,-0.242368
-0.01731,0.656716
0.06574,-0.011066
0.522513,0.364306
0.937762,1.158607
2.225032,3.607101
-0.806282,-0.910511
1.311485,1.100526
0.688613,0.522
-1.30458,-1.707645
-1.22153,-0.976537
-0.557133,-0.599501
-1.470679,-0.423846
1.311485,0.931525
-0.723232,-1.042201
-2.052027,-1.908881
0.854712,0.9864
0.356414,0.025811
-0.10036,-0.074476
-0.224934,-0.362618
-1.013906,-0.114728
2.972479,2.578653
-0.266459,-0.179753
0.522513,0.491199
-0.972381,-0.092402
-0.806282,0.158658
2.308081,1.929183
-0.681707,-0.548556
1.768258,1.245669
-0.01731,0.001074
-0.058835,-0.181489
-0.349509,-0.318556
0.06574,-0.072945
0.231839,0.018735
-0.515608,-0.427547
-1.263055,-1.258591
-0.640182,-0.669156
0.024215,0.959312
0.771662,0.59591
-0.307984,-0.355553
1.643684,1.668154
0.688613,0.665733
0.854712,0.528522
-0.847807,-0.873357
-1.595254,-0.705779
1.394535,1.325884
0.107265,0.111354
0.605563,0.208615
-0.764757,-0.76861
-1.22153,-1.103948
-0.640182,-0.565735
3.429252,3.521148
1.186911,-0.120732
-0.224934,0.515912
-0.10036,0.165457
0.480988,0.366175
0.564038,1.555209
1.26996,1.136631
0.231839,0.231833
0.688613,0.719668
-0.391033,-0.308574
-0.515608,-0.447028
1.394535,1.246887
-0.266459,-1.792103
-0.349509,0.374481
-0.764757,-0.639259
-0.432558,-0.547013
-0.141884,-0.225189
-1.595254,-1.448664
0.854712,0.491886
0.730137,0.379979
-0.598658,-0.528822
-0.224934,-0.061734
1.020811,0.84656
-0.723232,-0.709468
0.397939,0.110836
-0.183409,-0.178729
-0.806282,-0.783559
0.439463,0.43841
-1.180006,-0.903049
-0.515608,-0.532703
1.685209,1.097307
-1.096956,-0.826764
0.480988,-0.953186
0.896237,0.930247
0.231839,0.053212
-1.38763,-0.540805
-0.10036,-0.19387
1.228436,1.013837
0.854712,0.678114
0.397939,0.255449
0.356414,1.580609
-1.138481,-0.995211
-0.557133,-0.539539
2.017408,1.900517
-0.058835,-0.046014
1.394535,1.428618
-0.847807,-0.656907
0.024215,-0.151581
1.228436,0.835843
-0.01731,-0.157222
1.311485,1.466978
0.813187,0.823354
-0.640182,-0.58941
-0.972381,-0.825438
0.647088,0.561601
0.522513,0.322693
